,DATA.906792,DATA.924110,DATA.905947,DATA.905975,DATA.905939,DATA.905936,DATA.905974,DATA.909698,DATA.910903,DATA.905976,DATA.905977,DATA.909255,DATA.905961,DATA.905991,DATA.905978,DATA.1240202,DATA.1240197,DATA.909256,DATA.905969,DATA.909264,DATA.905964,DATA.1330935,DATA.905958,DATA.905982,DATA.1299075,DATA.905959,DATA.905981,DATA.909755,DATA.905946,DATA.905956,DATA.905962,DATA.905945,DATA.905983,DATA.687586,DATA.905954,DATA.905950,DATA.905963,DATA.906793,DATA.905951,DATA.905935,DATA.1240128,DATA.905949,DATA.684052,DATA.905984,DATA.905973,DATA.905960,DATA.909728,DATA.905965,DATA.905972,DATA.905968,DATA.906804,DATA.905971,DATA.905970,DATA.910851,DATA.905948,DATA.905952,DATA.905937,DATA.907067,DATA.687800,DATA.905967,DATA.905990,DATA.905979,DATA.908443,DATA.905933,DATA.905986,DATA.905942,DATA.905944,DATA.905955,DATA.905957,DATA.1480374,DATA.908123,DATA.905985,DATA.907790,DATA.905940,DATA.1240221,DATA.905980,DATA.907322,DATA.1240172,DATA.905989,DATA.722046,DATA.905941
1083,5.45451245208795,4.46817084568362,5.08548777086578,4.5885458263813605,4.3050471415854,4.686784663776759,5.356177714873731,4.9804930328143895,5.4381937103082505,4.50275296872091,4.42590844095263,3.82674878130952,5.0552334407897,4.05040178901641,4.483780454836411,4.39109345283759,3.9869080702387403,4.76522710298496,3.822288315684,4.32390270339807,4.506160992079621,4.03950085554862,4.49893627310798,4.688423118200901,4.4710172178672005,4.1887275001649,3.7401228201663304,3.8959052856947296,4.2250248656608305,5.61088762231282,5.040171809079969,3.93476334360367,4.1742084814615295,4.6887551078361,4.87256294602394,3.6457767364977793,5.66706208952613,4.50956407317879,4.48497876117547,4.6055453779408895,3.8080543591534104,4.708119916379009,4.231782925115549,5.583481076669639,5.20045481864929,4.51084962044297,4.73911074123489,4.57649391646715,4.56060995312305,3.9931152178045295,4.473078037574179,4.49924040808016,4.430211176876219,4.07995553794978,6.0045451898062,4.41998340866504,4.1457150259270605,4.30525318663059,4.24298057139223,5.078500240826309,4.112782935338689,4.405825288588019,4.8183000773979,4.2841693743987,5.45659476444753,4.7913334383615,4.61430541356557,4.83189135693821,4.9413457067787405,4.09751468752974,4.65507097883941,5.130317262570281,5.50139142124489,4.7682696255929,4.6403128947104,5.59201268140237,5.02181721941624,4.169832840839851,4.75961727255051,4.94340877628541,4.64697934756013
1084,8.94994754472208,7.661287463474291,8.17119173094099,8.14169988699831,6.37901675985529,8.64092555781089,9.20082356643326,8.4884022780026,7.985969687844759,9.06867128065047,8.24807305511431,8.76479285835374,7.05566703210229,9.0423194156609,6.945434726380429,7.92837170435329,8.80825842591271,9.44739517299422,8.14803665402764,9.129281805289839,7.868087411754191,8.96058070278077,9.474328812549189,7.145522798328299,8.26249064906792,7.45524131405094,7.37875365202556,8.32360523464803,7.81784525227767,9.31138272968893,7.96112484624253,9.172661466564561,8.21473692045046,8.1956853786856,9.36489463160957,7.07781638691759,7.90673198926433,8.74788640543505,8.49663204259938,8.139070221090389,8.6914855111837,8.27482896486697,8.823187356881538,7.83504899478093,6.7499767306192995,7.314387257188409,8.30276665541227,7.90778418057289,8.363947127383469,8.67459407230124,7.384842772292429,7.44076587519029,8.62365617462816,8.91420693206051,6.70736393754281,8.59409569686291,7.770906998122911,7.73614572625856,7.03359950682004,8.91033295859897,7.79909030042117,7.92776871790703,8.38133058548257,9.07193033206013,8.76309755423504,8.58870341535314,9.313541252367491,8.92707578933056,9.178849161939551,8.46570928842384,8.30653816369921,7.68431067703685,9.41502157941227,8.77197393337375,8.8075381424211,7.868596579662371,7.42250963073324,8.44919132507347,7.808813352890089,9.03540251476957,7.148701273457269
1093,8.67768617954132,2.8462899595939,2.79145201642613,8.04946160400434,3.00427404456586,5.10033491804836,2.68496331659329,2.7604725099327005,3.02072592439145,6.34517517981179,9.37166798610189,2.8087034330219103,2.75844172673269,3.31986113689991,2.93680895028718,6.47537607579772,2.7977202888208903,8.05284446779052,4.6868234218885805,2.7063389085837,2.58845779224529,2.77625306148098,2.5954872303177403,4.485754094144929,2.97440182570645,2.9154769873567004,2.61217715218739,3.17667765620103,3.20812691183712,9.313729649062699,3.0518644843086,6.7975534025227,4.28581395064736,4.125131365469681,9.054169889980411,2.86819266305966,3.470223933436,3.1399893996136403,2.6051365922038503,2.77823669585639,2.55965419185922,2.569097447008,2.75252704451807,2.97594244697786,2.97605899009228,3.5745898328639596,2.5988361240000497,2.5305015141480403,3.0761627782214203,3.18040660615026,2.94817820379268,2.94983236789699,4.4464935750358,3.04247405208744,5.00334950456809,2.41474593119401,5.19235760089964,8.285015100793629,6.40499631934561,5.23773777081736,7.41275288521122,3.16208644755589,2.6122604977174504,6.47791201414847,2.96581543739932,2.8001813624419,4.32197943519163,6.9594102600059005,2.7317800971284503,4.95775258815216,7.17176607491261,7.2084369260780505,2.9308284167106495,2.60267952450327,3.17872556097512,3.00251991712659,2.8446443968898203,2.56263384213411,3.19207821207081,3.15118873626389,2.95180029374781
1097,7.03026627693501,6.57592126163005,7.5971892429165395,7.1666045417677,7.70162540171286,7.74474340094321,7.635032228163801,8.637538825135161,7.5762854495804905,7.13297313898764,7.205692960882731,8.08889991969949,6.80191010924011,8.14281155139422,6.7290212217028,6.70325533646149,7.09463881753772,6.480389227307071,6.58062806610276,7.41251612401852,7.65706437702325,8.17595438837792,7.77264366566645,6.81273837173097,6.41932473518578,7.83291707404272,7.58910684134974,7.30275448687607,7.28066756297514,6.95664428641127,8.853039697639108,7.19619496568279,6.98902970209187,7.35108595059254,6.6608503225060405,8.21816637888741,7.6727597684836795,8.001350066090009,7.1316797522341595,7.717574809010871,7.79067431176857,7.238773995651691,7.44045518166962,6.88046538918125,7.73100264924667,7.77966546917834,8.047380997303259,7.244761747527339,7.62380446732605,7.30152307370191,7.5074061029849695,7.2033917471101905,6.83259282859821,7.391303481078429,7.11855507904829,7.56947783007404,7.878624463579331,7.944236608462269,7.57963717216598,7.684642326232799,7.201748853392671,8.16989830192278,7.97836073707596,6.826231498867741,7.3374389650239005,7.1227536714766,7.446753929553401,7.5095784498340405,6.87385947279902,8.144584734060741,7.999538688760261,7.52370502505997,8.58649329049065,8.40209613493855,7.27923085254341,7.895951954229409,7.739074506092111,6.848283543293281,7.93084915131349,7.06218997524824,6.86984598487606
1102,4.33618965322779,4.6181196852051905,4.462776035303349,4.677166587144059,4.45272923289176,4.3439296644700995,4.464974469114059,4.1725309373242006,4.962488844529799,4.7365525965453,4.56204181044708,4.80929399771449,4.481788864895339,4.1066349859628,4.32881422328244,4.27856807202287,4.8742905483738,4.645452300113369,4.67173328053017,6.97044487198547,4.4089304712807404,5.06910153237667,4.577992668152691,4.29119247744038,4.37011368076322,4.422093529962111,4.3409908692822405,4.332085874550439,4.14714166224042,4.485791547160719,4.2520683109230095,4.03638040376675,4.65633752141911,4.59661436740293,5.34044134597438,4.2184372134952905,4.7368704660137695,4.28257110690316,4.620783926942299,4.408978967278419,4.19932146579857,4.45688207528446,4.5376240017748,4.99452063716432,4.70317777253749,4.4594034904172695,4.8644480934954295,4.928258957803389,4.35517519703099,4.551498996789901,4.34873976488918,4.40354971824161,4.10508659916602,4.58064085596616,4.2689542075522,4.96813726457173,4.707447050984441,4.19661600361781,4.2987495008362995,4.46497366642407,4.3283911158277,4.684240203664809,4.29707218458456,4.22654567008815,5.0354351946905895,4.45979925253523,4.62207315740859,4.22764347928959,4.6025025655494405,4.40663901335246,4.27291271803929,4.546998955401571,4.96274517887689,4.959713705136379,4.427076920854621,4.23549220292231,5.690024228381151,4.97490450885142,4.5064655605471104,4.35757229524126,4.26139072492836
1109,5.2066984923865,5.41488268301067,4.36746577900726,5.0968553791003295,3.95594403903988,3.9965004801522004,5.306087610711491,4.25899088626451,3.8997063357772594,4.67613870715988,6.5250244933234,3.9790286082315998,3.79093533879798,4.3620545144822405,5.279354748528441,4.304196223980431,4.85436692955824,4.2907150105904,4.436708916420691,5.237172931957019,4.65196705998247,5.916518987289081,4.29118358661199,4.33357173067678,4.16426308948412,4.63756943088242,4.03870071418419,4.50397664963607,4.32765216880824,5.879198571283069,4.04430689403901,3.6678683013301896,3.9779055001643697,4.2915846166006295,5.75965800888837,3.9090487516630095,3.8625351202742304,4.08096807711429,3.8366016056142698,3.57128284292117,4.27135639532108,4.086231269367451,3.6774293784647503,4.62964575722821,4.61954679998116,3.5280907092563796,3.9724814230727703,4.6440157192096905,4.04428216023104,4.491905824154889,4.30634696164041,4.1459100975391205,3.94316008625515,4.11140875266669,4.475556165176339,4.42072928754812,4.1970392153352005,6.015090886181659,4.54106375790433,4.58032909384054,4.60710125544576,4.15441127657306,4.068007843239791,3.79808341605353,4.38694231019774,3.79841549909743,4.6260296256939,5.5161001505477305,4.10923635123853,4.43844390723112,4.98328415928138,3.61141178266241,4.990372166752571,4.31872795166394,3.6300754293791098,4.35299578348655,6.8130159449367,4.33108973206106,4.5686805151045995,3.6970182436539196,3.77810393376229
1110,6.77301393776578,8.91635228664441,8.01441000376706,7.03352295826302,4.85586621478302,7.20056094884953,8.99490718733437,7.03131553497047,7.639699987997671,8.15894905841518,7.50547487234957,7.39047082560361,7.50029121143599,8.18313672353801,8.54181662414289,7.1520334265387095,7.3670575257363,6.1589160713353,8.01479401379907,9.31870925199286,3.5875381750677597,7.70971438329351,8.08180893672995,7.89003414851392,7.134901722586241,7.5052722551119,8.09092489613596,6.447214151977941,7.154635925316301,6.48157673125685,6.46148955800876,4.56362919896367,8.40540790308076,7.7886950648083495,7.503685519333231,6.844554449173219,7.71797592106625,6.85667947679581,7.4891102185045195,7.220923486333151,7.51722797959782,6.87427556125545,7.849376954406299,6.785214094813191,8.01036200866379,7.8539985063252304,8.74074234062328,6.8380589401536795,8.004362825033152,6.9888852305541596,6.61898012916576,5.67182055829553,7.11097184810784,6.5407314101955905,8.090600325633151,7.64971258573946,6.4018813903528295,7.87978570375052,5.970179969331631,5.83786363362015,7.651501128668929,7.25248416634027,7.53562464604236,6.06300404972126,7.865803637877259,6.72455386538239,7.6642494410725,6.70413520915671,8.07410166177308,7.8715705046518005,5.667645869288981,7.64408855461045,5.43933252717327,6.259867472611099,6.0307508872543005,7.290709744915401,6.25366619743202,7.938454962280099,4.984786588830731,7.386743367071951,7.47808722480826
1114,6.87001687283097,5.4170074025379,5.918228494208179,6.1779110900216105,6.22500980398254,6.3869174734120095,5.94619269630828,6.59523003176456,6.43864626368296,7.301849546146691,6.098215317173739,6.248084368259799,6.56626647894722,6.4076078537035706,6.7999647965545,8.29535285060731,5.82629987981669,7.69366939473151,7.16128133282941,6.68762238298754,7.14026734869481,6.491168337930441,6.106495272749161,6.649248587276531,5.9845534311563595,6.25176726740408,6.6407470172903,7.79927620018459,6.61935175987263,7.114257790021349,5.62936540965384,7.72351091805558,7.804899194338889,6.75366624123922,6.58475171948972,6.6024418308836195,6.15104513457659,6.42345454488098,6.28875025098964,6.571988608346761,6.42605265920061,6.74508024053967,6.86761560688875,7.2507033578561,6.89290397382882,6.41335267823391,7.5264451306092095,7.01080858467012,6.49707426289409,7.308632434542201,6.95254650640115,7.87070176553962,7.59254312297861,7.826172282617709,6.999360182158361,6.18114672844884,6.461739193016929,6.78064329534665,7.95019214974631,6.83287608603001,6.815248153298009,6.203214401452639,7.149665380054491,6.28860488274518,7.035157794929289,6.7097926119797995,7.468486048128621,6.69904953153301,6.477838437809969,3.3832392226029997,6.66104077087695,7.1959859058524005,6.85699710817157,6.49099734222317,6.65135850078347,6.5442414905563,6.21919589809711,6.61148133755749,6.99093304074349,7.15057685004104,7.68190948200575
1139,3.5252055313499997,3.6397294760521097,3.3820027906208097,3.4120291451383298,3.3251277005046203,3.3795819589374703,3.2218538821025597,3.41748209506215,3.4246727464422597,3.56767003859769,3.5831012697641405,3.2477714144274104,3.3723713412342997,3.59201221546744,3.5070453730969704,3.33224743679385,3.3765823873653003,3.54767919864033,3.48049632126885,3.42212758989879,3.45525552126981,3.3301737641384,3.6099929972879905,3.7768694534706495,3.42809074387698,3.5345484314884,3.31260701558953,3.40164548015281,3.30721713780087,3.25843801177075,3.7859702193457996,3.4378814163068996,3.33217311983791,3.4535202412349904,3.32182197807643,3.43261372082667,3.41462463585037,3.39633813738159,3.5178686260598098,3.57245927455787,3.2922073493032795,3.13526052228225,3.5109006910946,3.47034552757648,3.35962993158388,3.2063690660022903,3.3619930402770297,3.45706021188234,3.3797657671511603,3.2817020341337297,3.3937605485033195,3.39242540836852,3.1253461334391703,3.2198518639060403,3.45611897070516,3.61177329229236,3.3764658822833105,3.3944020404280697,3.5012987347694,3.34293789140715,3.5622297006466903,3.47484068891806,3.67446529108064,3.36776323148336,3.78402238017961,3.20775859994892,3.3305631752089604,3.41349330826283,3.6710233353014,3.37457467696877,3.7313391065810095,3.65260749532966,3.6669353529117994,3.43250642181885,3.54158656109493,3.55265660805839,3.4655776650930297,3.5287556193271,3.39604086955913,3.29872532013868,3.3204459983382004
1145,3.10242228899786,3.01635085757369,3.2639266775520897,3.08427769225634,3.17618378404164,3.227175999129,3.1812871949887205,3.16522929060498,3.0432038379045294,3.27225869887812,3.06175608758708,3.2560255516142202,3.03986263742704,3.13962398769125,2.8955811374374996,3.08025780343271,2.9714468832669803,3.0172963755161,3.01110745777887,2.95041614193156,3.02014439795855,3.1622550280196804,3.02954607913074,2.98550678102542,3.2154933867288102,3.05073070732252,2.9805912772778305,3.03704476214781,3.1354548347030597,2.8460678516928195,3.19230736727773,3.00721283809255,3.13224690432325,3.10821308410977,3.0813087797512995,2.95315126293141,2.99602076691601,3.1540753059638797,3.1717012942854304,3.10317366178302,3.0322207973362003,3.23730478724476,3.22828066389644,3.1084200971805096,3.1356732871253503,3.21974734321793,3.04975156590163,3.0895689457932,3.20027300038199,3.13195279419206,3.2424260078237404,3.09921466224952,3.0592165799927793,3.1426805678692595,3.22281728649975,3.01031675283522,3.32588405383551,3.2068660209702498,3.14335297576722,3.0746758560570098,2.96421842030443,3.3660200161615896,3.2142103225374,3.3798477602175097,3.2791147639179097,3.5889376384300298,3.0140909214775498,3.47932485941495,3.4379331286472303,3.09427001877948,3.1270522289047005,3.17019482785312,3.2115779012088,3.05268635032538,2.9379810498321404,3.0142235860084905,3.0891035970317002,3.1611822641989398,3.07362063370564,3.0457381759784705,3.07435911667943
1159,4.86589345869543,5.3712260550808,4.34504571829792,5.240543667277111,5.02500913887505,4.227099821217561,4.058434258567201,4.571014793964309,4.46880679232766,5.05533986318906,3.7632500747544997,4.80577776569453,4.727394650314491,4.17166731911384,4.48848006191187,4.57915106735371,5.4790016269965305,5.015082446226519,4.1164368673373195,4.59360271398429,5.5855040574144805,4.15139235724707,5.2491856636878405,4.603363653419099,4.16281558329271,4.26260303086452,3.71022846030936,4.12867655889884,3.99184829080206,4.19309792988224,4.84179619981372,4.19506331224728,4.4064348545503496,4.47865913161513,4.21363568749429,4.1293890831355,4.27155783992611,4.570440690923831,4.46790695274038,4.5508646617395305,4.59853673007173,4.53354560902389,5.646278616540589,4.74598645197316,4.69234513432727,5.30605701904431,4.578163810392151,5.30520244141018,4.9417101560014505,5.48974787941157,5.10584395931142,4.90917854718584,4.76342220758201,4.318040130886709,4.50975843129677,6.19621034418674,4.6341463641187195,3.9552927795718302,4.52122978420349,4.0309186445011695,5.08477692971574,5.396722707971281,4.5779276291088395,5.9160069506187805,5.28677609117147,4.65447589494592,4.83665794655471,4.57825939887801,4.55256944842482,4.27788406702416,5.6153627023582695,4.756269588068919,4.126226018955149,5.49521584221858,4.943318375099429,4.95410754940949,5.577774618924611,6.18876404187616,4.91959292084399,4.9842809072786,4.80242567626943
1160,8.865457108705211,9.574199149870019,8.982239051530101,10.1143074255001,9.451015400863401,9.22790218967744,7.7887962172523,9.445395042478651,9.114676182733811,9.55799258441681,9.91354949334861,9.667906815137279,10.3363268643678,8.55609465915385,9.667989817903461,9.09752155032041,9.3760444368576,10.0922004847244,8.578463813086,9.33206048825443,10.425914954155301,10.2257807695865,9.84954036114113,9.69461277640451,8.36272224567893,9.64570460861776,8.81009480846076,9.00678945060223,9.11105065216374,9.833116574919039,10.2019217903906,9.99735838082481,8.30414778985004,8.4984834443304,9.302526111177599,8.2243576414306,9.3967525715669,9.61102909852416,9.55220654368101,9.53209225616001,7.80361568643234,9.42737356931825,9.03374460796673,9.38936757559232,9.791580802427651,9.602910013936711,9.30806037644016,10.0611134167748,9.54180136279171,9.18356816708031,9.89347424004934,9.49312235153898,9.6689967075402,10.021686929044,9.44119892135383,9.953822431548971,10.0973029679629,9.29913569598471,9.648593896971589,9.02001158604209,10.3361304543804,10.0745007184974,10.0063174292084,10.369657515124699,9.78908257745127,10.162228301931501,9.76577617734739,9.612132467150449,7.91606492669559,8.976096975947259,9.72306204893193,9.67820057986788,8.55063499803801,9.8570871448512,9.493130771927529,9.57450470172437,10.0489855928911,10.2793432788515,9.82635318350921,9.730878018721189,9.648788920796141
1164,9.12343343492484,8.81994461061893,10.773606300337,8.253484013935362,9.86622150160811,8.972207539860712,9.26479562940217,8.800282394408619,11.6920260147453,11.1570781251946,8.959660263478721,7.043132329386929,8.29807562672219,8.3898987866011,11.308852642487599,8.70785681912483,7.8183259290269005,7.64458539773965,9.148373093780481,8.92515796305516,7.628012506814259,10.2065000570326,2.8979527951307595,11.022680437517,4.617427868476639,8.70734801565877,9.05704257203496,9.82395742252911,7.24674477688802,10.1297892302655,6.808682399201221,8.28070748921489,10.3425391836355,10.727837259481198,9.80527944654781,9.110274276102949,9.88255657692588,8.01958473681093,10.9877580025562,8.98333696159976,7.93318569001241,9.08485092965611,6.3181929622181,11.8665173495542,10.488496145844099,8.34014578000921,9.47766021681967,7.41172552904155,10.5252243442484,8.871528654891712,8.08581366167683,7.81120370817443,8.884072758810518,9.71344533243864,11.45812897674,3.0273712613048103,9.71453691040098,8.576384975745441,9.14382066384632,9.25989523462605,7.950237183691111,8.49102666560578,8.4911424267219,7.39296375194607,9.422944243640561,7.55126925768714,6.263064462941519,8.982084031323131,11.5312354117622,6.710795061592879,7.77701160891862,10.2955568971963,8.52574145145025,8.21996444205243,7.154876844672169,9.797887110373551,10.6226695144643,8.875208837032151,8.284495260188331,9.138063802747881,10.0138295641628
1166,5.85519613181017,5.87707999399475,5.5994485825897895,5.8984570952309205,5.87001110029083,5.513097842128181,5.65833753511569,6.0008467665415095,5.25195482565918,5.494209870687209,6.3342748743145405,6.17692513562276,6.036630989032839,5.88899044472446,5.342663099054669,5.8775491299374405,5.9430997700292005,5.49326559932451,5.43215153884254,6.96773871138587,7.70912682816916,6.55080765650413,7.72120908826735,5.51816180225571,4.8812225402050196,6.4296318565466795,5.68452291289499,5.7453931868122305,6.02265103047346,4.99897384316079,7.573126593492909,6.07813699156908,5.29211810118334,6.4381494175033405,5.449404321619659,5.57965231891162,5.98392442897631,6.24019894797104,5.8220725222564695,6.145012417601791,5.30376513810685,5.87563868349378,6.627273832473531,6.34802047170084,5.77973352886158,6.16801629289706,7.08790830606951,6.8785470800377695,6.42233225311972,6.31069811910018,6.9710280687474,6.293659402152599,5.8969930134374,6.203806419918161,6.26103416605362,8.48033105240605,6.1333434284291695,5.9044724672420195,7.02546449807526,6.10288193563436,5.80478421897313,6.891425916259969,7.45976674123546,6.491975762646719,5.901843807987059,6.45335300475283,6.20586878227916,6.35703453632761,5.782914334436519,4.920717249639691,5.9944813650025495,6.66262466682646,5.812373603023831,8.126520086996841,7.544613580043009,6.062842583351981,7.20329754278411,6.192649926578389,5.97543475753543,4.76194626589603,5.734296165323429
1169,5.162298923648629,5.3589142423299805,5.74627506019673,6.05095884747136,4.57002658852944,3.9270360973302996,4.8269848204345704,5.348867434792401,5.43634891542817,5.4273666230404904,6.1442655910791695,4.36891722404906,4.96567919270259,4.443064566854289,5.053490544394741,4.66203209546792,3.7349599080262204,3.28943268209901,4.89056242263434,5.6502258595871195,4.6215582210204404,6.736658993930581,4.586977696833849,5.24796395965282,3.8836008647161204,4.46666381837278,4.220877497428161,5.29008552411491,4.37538177210181,4.688700083634401,5.0678081647448705,3.76314897488154,4.041478667901799,4.53803257217547,6.87592744305366,3.72670007099304,4.28578613977575,5.53741868031474,5.19480099336699,5.01414258356978,4.3339660679893,3.7990491145038097,3.2839127238802797,5.13270665754368,5.61330520679234,5.64694615131595,4.6114752921494,4.7069751883054805,4.65643091946029,4.11222312051797,4.972616862593361,4.05628436342898,3.9577757357971097,4.03754645086799,4.56931652246966,5.20900617865223,3.8663766745727,6.4642294920565995,5.6463749760216295,4.27044098544713,3.5996860333383,5.150044656107701,3.1751968296881903,3.5922414072354,4.74802469660847,4.0565618960249905,4.342123303743461,7.36266255982206,4.73209539002047,3.5548584686427303,4.6457135483724805,4.70137746817913,3.65186486492838,3.51346150460712,3.62862490504385,4.72596961114831,5.79305554201962,6.89905486347824,4.10505157073539,3.52685741070939,5.9445104878701995
1182,5.31565655023529,4.19907280513959,4.2919989215566705,5.42771800050272,4.40203922444531,4.1266942636621895,3.6980263296084703,4.10970808974797,4.02805156464882,6.35304444232732,5.15160536166033,4.26407302546076,4.61960454554012,4.05203560922818,3.87483232047173,3.46005812943227,4.3502037864714,3.88352526121863,3.6585643086912296,3.6482571798107006,4.9148909147539594,3.69381178496868,3.80218923441425,3.81260200124783,4.26356460301813,3.79237554050335,3.6305692051190097,4.13384571624865,3.80839773879003,5.39223427240718,4.22044976583627,4.17495722512904,3.54957848553427,3.7938497663236803,4.519048471255281,3.71770882510181,4.8388783474039005,3.9996161301236803,3.6080393128439505,4.27651989610762,3.89426248136453,4.22559377882792,3.88326693659492,3.81960180061487,4.17029753017743,3.50422954362302,3.72915296784779,3.6184440353271,4.161244183923049,3.9138492959685403,3.78201967754897,3.52368958534433,3.74164024634431,3.61305955784567,4.86677871249612,3.74849403048455,4.13316235136434,4.20961083599503,3.85599575275155,3.89673051258209,3.52811557715917,3.9416043408206702,3.88565934642145,3.5319246027179902,3.5851719834991904,3.80107025100746,3.6164019577832205,4.38454707620053,3.5908559556699298,4.06788191857195,3.68293848857962,4.26379261138905,4.64408444514003,4.30603037820692,3.99779393969256,4.5156463661294195,3.77805476858163,4.19702685673612,3.9345747358805903,4.620209086951419,4.3014044811631695
1198,6.20633945698058,7.688900125135549,5.3536409647421195,6.1380130258834305,6.490786065999661,5.85976026477857,6.582083592991589,6.559388000865471,6.21089633354809,6.44635392066678,5.61077587348461,6.152438842412701,6.484394238018839,6.8596945104247204,6.122020372576151,5.88263437508483,6.66639382985623,6.654288273130809,6.098149894312231,6.863502250476731,6.93066796277388,7.3933279812002395,7.258198268304841,6.17867673542353,6.73632228858672,5.65704005309484,6.84830585774899,6.81525929530761,6.38108959254226,6.09323648547974,6.5715494525835005,6.16725282645503,6.08555335345613,6.60424237412429,5.9307890434884705,7.0898055343277,6.481047621883481,6.91509590143929,6.338858253246861,5.31500853045635,6.316538925581441,6.62672062178196,6.466828754726841,6.33511262950535,5.29763022429717,5.676890794425191,5.621289511656291,6.51181518515293,7.506764783076191,5.892696861580019,6.46417081972224,6.40214794657749,6.84670132425632,7.901040836255269,6.73998549913306,7.342142373709461,6.18410330573083,6.9065822870370495,6.51527021077089,6.89594278828928,6.102978141397849,5.8010018888790595,6.19753787957583,6.46112829362782,6.1301164625856694,6.9204130603568395,6.15305324413255,6.31944674278344,5.76292802746421,6.10219722612171,5.39397132350616,6.62242426311861,6.43173296719738,6.09430326686766,5.28592037894035,5.98142760822844,7.460674310332791,6.79873074863845,5.8723378625275,5.617016774140559,6.6056343782196105
1205,3.33855965851468,2.7999160303240003,2.8693522695006,3.19736932594118,4.3713874517436,2.86048337567959,4.68465996578608,2.9860705471452795,3.8830431813942003,4.1861718693525,2.69020047612487,2.6182149519549904,2.65613809229473,2.74563561176485,2.9800675037740696,7.09236149493529,2.9963488179984505,2.6459843252435897,3.1651375194201803,2.57099303994198,2.60775971556748,2.5384895920757002,2.72518015230089,3.0425714603007,2.6502381113805,2.68634150880181,2.74796692184416,10.0134938431624,2.56861788128674,4.80622667228138,2.7599756867842697,2.65083937312066,2.8453576198172903,2.6312799331916805,2.9768948247475695,2.6526733404430898,2.8601442225847205,2.9493556928905695,2.84823792194036,2.67264139285729,2.94191333032248,9.51622371284136,3.6082691948852403,4.23577359967538,2.75321753736212,3.7856991525808703,3.3432918191892202,2.7021615582692498,7.70136103357982,2.70030103108482,2.665255165726,2.71470012841779,6.80904198228459,4.00485809148574,3.01229482444822,2.65374514237317,2.7196012293358303,2.75430620933168,3.4504147348347503,4.01917500652446,2.66981639588635,2.82910974567625,2.61081826042383,2.60396024748817,2.5279261672519504,3.0302685837415404,2.69308033769218,2.6860793454303096,7.816843739264559,2.69713357415008,2.5609151360731404,3.1886444061952597,3.34232178825211,2.56792018223791,2.6206281785299703,2.6807852047466803,2.65030470919859,3.14829464643127,3.62948583012946,9.4963157280716,2.7161190563865
1206,9.286596446779301,2.7557451510270097,8.910299727866411,8.82925495689256,8.65250471204126,9.88363739747912,10.198633676036,9.11975740579577,9.329727541284061,9.73806822673311,8.6768041417927,10.0332899805531,7.033381140737081,9.37132207009043,8.72084785869301,8.35235024185233,9.082717873564661,4.11733958341641,9.8337508225855,9.13814699085908,8.07957429035088,7.3533029975450805,3.2939618902600403,6.8375692801318895,2.91779670160455,8.11860136541685,9.53267602608501,9.276435120301501,4.514291964635951,9.048119194865869,8.72887610081715,3.78188560533004,8.799349379601589,8.30609902580355,9.67262161412043,9.24853784031405,8.20620155102157,10.395092465328599,8.67275728400492,8.50084928410644,10.4875466981999,6.40758938650803,8.919885839194801,8.865062702951722,9.604239813523812,8.87850180690368,8.27775843397705,7.370675543076779,8.23940176107551,9.52444254258178,9.450628821819839,7.94085429045567,6.25974673505687,8.15100757148973,7.2757900673875495,3.39128714061266,8.03195092528111,9.58938579736602,7.840544380903441,7.66135343324684,8.99556151299768,8.40314328011932,7.3709983707949505,9.71476704428987,8.8706667760605,7.38425865174129,9.08161225030311,9.79697045692166,9.50063522092484,10.042546354323198,7.108687188201831,5.71888668356274,9.279697164102949,8.61423418718833,8.43670346921081,8.92045784682331,3.5640556097693903,6.073480243048611,8.673899610824929,6.048895485041469,10.239374573427499
1213,3.07347279393713,3.0763447262466,3.1491700378567202,3.11474671245617,3.09826034095427,3.3358970724024397,3.00422482377889,3.1968384097832,3.2887605496991004,3.3273316541945803,3.05415692829962,3.3034478186059504,2.9254293436022203,3.19429387375116,3.2671477467576597,2.91862820800305,3.20132711737388,2.9389428366484798,3.18832137314425,3.40699231730939,3.24055358539255,3.02139713342956,3.0385432839302897,2.9813141306779505,3.0637781478673194,3.37741106975919,3.2107121827132405,2.9511477243034703,2.9940958412852,2.9701904024287002,3.0713631278116296,3.03598452204412,3.1854393455873597,3.26737545283163,3.0032166644524403,3.3019285101500397,3.26960386530831,3.3115902380986806,2.98634358379645,3.26304198698454,3.2125233483835296,3.37120047252221,3.26479543713004,3.0906932455110496,3.2057771660758902,3.2150093217062596,3.0525688291607795,3.04575871336695,3.1693399959143997,3.06896232010175,3.5718549971566005,3.02920758416843,3.3015722815496598,3.38091606244115,3.4006151816652,3.1028366276158703,3.5044655383169,3.1556123172542203,2.9549314139389904,3.09688173863235,3.03684101856108,2.99488023107203,3.12247232741511,3.20845145461368,3.29889956477534,3.27477895039759,3.1701671765736097,2.93583366463246,3.3157165711280503,2.96660858282758,3.0108492820116903,3.3740667670957594,3.2895606266161095,3.11051777807082,3.18620594213387,2.9260821306301006,3.27108530259457,3.23672301647295,3.1608575874963796,3.0453797275833603,3.3320224664518303
